trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
28,False,"{'a': 0.5, 'e': 0.5679761759500592}",25,0,-96.26806137789531,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
29,False,"{'a': 0.5, 'e': 0.5566166524310581}",20,0,-43.896358210330234,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
30,False,"{'a': 0.5, 'e': 0.5454843193824369}",25,3,-75.86526642416281,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 2}",1
31,False,"{'a': 0.5, 'e': 0.5345746329947881}",25,0,-85.4982355959838,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
32,False,"{'a': 0.5, 'e': 0.5238831403348924}",25,0,-83.56986865573433,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
33,False,"{'a': 0.5, 'e': 0.5134054775281945}",25,7,10.319360455700485,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
34,False,"{'a': 0.5, 'e': 0.5031373679776306}",30,0,-30.50439022501794,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
35,False,"{'a': 0.5, 'e': 0.493074620618078}",35,7,-121.50364249147957,"{0: 18, 1: 4, 2: 3, 3: 1, 4: 2}",1
36,False,"{'a': 0.5, 'e': 0.48321312820571644}",20,0,-17.542171815325425,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
37,False,"{'a': 0.5, 'e': 0.4735488656416021}",30,8,-51.420891023579735,"{0: 16, 1: 1, 2: 3, 3: 2, 4: 0}",1
38,False,"{'a': 0.5, 'e': 0.46407788832877006}",30,2,-45.04248912976566,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 1}",1
39,False,"{'a': 0.5, 'e': 0.45479633056219465}",25,0,-76.80891627712614,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
40,False,"{'a': 0.5, 'e': 0.44570040395095073}",25,7,-74.2085615404602,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 2}",1
41,False,"{'a': 0.5, 'e': 0.4367863958719317}",25,13,-20.7132269600602,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
42,False,"{'a': 0.5, 'e': 0.42805066795449304}",20,0,-45.44527854890273,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
43,False,"{'a': 0.5, 'e': 0.41948965459540316}",30,8,-18.85620593738831,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 0}",1
44,False,"{'a': 0.5, 'e': 0.4110998615034951}",25,0,-141.0275060160708,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
45,False,"{'a': 0.5, 'e': 0.4028778642734252}",20,0,0.19714028733955224,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
46,False,"{'a': 0.5, 'e': 0.39482030698795667}",20,0,-111.29870368463656,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
47,False,"{'a': 0.5, 'e': 0.38692390084819756}",20,0,-24.116323190392094,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
48,False,"{'a': 0.5, 'e': 0.3791854228312336}",25,8,-42.74750410408237,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
49,False,"{'a': 0.5, 'e': 0.37160171437460887}",25,14,19.89398971411201,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,False,"{'a': 0.5, 'e': 0.3641696800871167}",20,5,-61.5535604250604,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 1}",1
51,False,"{'a': 0.5, 'e': 0.35688628648537435}",30,10,-30.52196597717149,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
52,False,"{'a': 0.5, 'e': 0.34974856075566685}",30,21,0.2588175076218042,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.5, 'e': 0.3427535895405535}",25,1,-32.050538786423104,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 0}",1
54,False,"{'a': 0.5, 'e': 0.33589851774974244}",20,3,-15.819451858172325,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
55,False,"{'a': 0.5, 'e': 0.3291805473947476}",20,15,0.9895495456740815,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.5, 'e': 0.32259693644685267}",25,19,-32.86080135586985,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
57,False,"{'a': 0.5, 'e': 0.3161449977179156}",30,0,-6.109272338527802,"{0: 26, 1: 2, 2: 1, 3: 1, 4: 0}",0
58,False,"{'a': 0.5, 'e': 0.3098220977635573}",20,0,-57.49068830890295,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 1}",1
59,False,"{'a': 0.5, 'e': 0.30362565580828615}",25,0,-118.93176128656582,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
60,False,"{'a': 0.5, 'e': 0.2975531426921204}",30,6,-46.72490846140851,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 1}",1
61,False,"{'a': 0.5, 'e': 0.291602079838278}",25,17,12.504593639854841,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.5, 'e': 0.2857700382415124}",35,0,-133.0038555896474,"{0: 25, 1: 0, 2: 7, 3: 1, 4: 2}",0
63,False,"{'a': 0.5, 'e': 0.2800546374766822}",20,16,5.617180899257626,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,False,"{'a': 0.5, 'e': 0.27445354472714856}",25,7,-52.62086196145056,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
65,False,"{'a': 0.5, 'e': 0.2689644738326056}",20,6,-15.68463296056399,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
66,False,"{'a': 0.5, 'e': 0.26358518435595346}",25,0,-35.09003651824802,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
67,False,"{'a': 0.5, 'e': 0.25831348066883436}",20,1,16.42219262995787,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.5, 'e': 0.2531472110554577}",20,15,-3.113451592540269,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
69,False,"{'a': 0.5, 'e': 0.24808426683434853}",20,0,-52.027569471736165,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
70,False,"{'a': 0.5, 'e': 0.24312258149766156}",20,13,-32.022330188194786,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
71,False,"{'a': 0.5, 'e': 0.2382601298677083}",20,0,-80.81272568485954,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
72,False,"{'a': 0.5, 'e': 0.23349492727035415}",20,0,-44.853496390399336,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
73,False,"{'a': 0.5, 'e': 0.22882502872494706}",20,0,-96.73133441563074,"{0: 14, 1: 3, 2: 0, 3: 1, 4: 2}",0
74,False,"{'a': 0.5, 'e': 0.22424852815044813}",20,10,15.660615529444453,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.5, 'e': 0.21976355758743915}",20,10,9.712413101643648,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.5, 'e': 0.21536828643569036}",25,8,4.022910406103078,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
77,False,"{'a': 0.5, 'e': 0.21106092070697655}",30,18,-27.811380645775877,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 0}",1
78,False,"{'a': 0.5, 'e': 0.20683970229283702}",25,4,27.907859757123813,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.20270290824698028}",20,10,-5.364375015194931,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
80,False,"{'a': 0.5, 'e': 0.19864885008204067}",25,15,-7.275968961187107,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
81,False,"{'a': 0.5, 'e': 0.19467587308039985}",20,0,13.937503078795146,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.5, 'e': 0.19078235561879187}",30,0,-11.743275295383631,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
83,False,"{'a': 0.5, 'e': 0.18696670850641603}",20,13,-0.26614725681457463,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
84,False,"{'a': 0.5, 'e': 0.18322737433628772}",20,0,-45.658396022386995,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
85,False,"{'a': 0.5, 'e': 0.17956282684956196}",30,20,-20.289529534860776,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
86,False,"{'a': 0.5, 'e': 0.1759715703125707}",25,14,4.9903663066471635,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
87,False,"{'a': 0.5, 'e': 0.1724521389063193}",20,9,-7.506608705611416,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
88,False,"{'a': 0.5, 'e': 0.16900309612819292}",30,0,-42.12532462887812,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 1}",1
89,False,"{'a': 0.5, 'e': 0.16562303420562907}",25,15,-3.9081433157016363,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
90,False,"{'a': 0.5, 'e': 0.16231057352151648}",25,14,23.666870554254974,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.5, 'e': 0.15906436205108615}",20,0,-56.46601577663278,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
92,False,"{'a': 0.5, 'e': 0.15588307481006441}",25,8,27.126131237108968,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.15276541331386312}",30,13,32.04780201846798,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.5, 'e': 0.14971010504758586}",30,8,-12.079876568000131,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 0}",1
95,False,"{'a': 0.5, 'e': 0.14671590294663414}",30,11,-33.67350398973087,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 1}",1
96,False,"{'a': 0.5, 'e': 0.14378158488770146}",25,6,32.10216083860462,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.14090595318994742}",20,0,21.724259071587074,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
98,False,"{'a': 0.5, 'e': 0.13808783412614847}",30,8,-27.788179935248767,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 1}",1
99,False,"{'a': 0.5, 'e': 0.13532607744362551}",25,3,-18.289906198249756,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
100,False,"{'a': 0.5, 'e': 0.132619555894753}",30,20,6.828498460153998,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.12996716477685794}",25,16,-0.8626122189879633,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.12736782148132078}",20,10,4.6973300836273175,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
103,False,"{'a': 0.5, 'e': 0.12482046505169436}",20,3,5.2810073244011875,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.12232405575066048}",30,7,-15.380175911518304,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
105,False,"{'a': 0.5, 'e': 0.11987757463564727}",20,9,19.519415583803525,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.5, 'e': 0.11748002314293432}",25,0,-8.73900354702682,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
107,False,"{'a': 0.5, 'e': 0.11513042268007563}",35,27,5.302666534805425,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
108,False,"{'a': 0.5, 'e': 0.11282781422647412}",20,9,-3.206451077541063,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.11057125794194463}",25,5,16.771774434404485,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.10835983278310574}",25,18,4.0349514349349676,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.10619263612744362}",20,4,-24.03289617177872,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
112,False,"{'a': 0.5, 'e': 0.10406878340489474}",30,22,13.746613215240169,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.10198740773679685}",25,11,-55.46203913743395,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
114,False,"{'a': 0.5, 'e': 0.09994765958206091}",30,20,19.86756763677578,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.5, 'e': 0.0979487063904197}",25,0,-28.3791440986589,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
116,False,"{'a': 0.5, 'e': 0.0959897322626113}",25,0,28.71017606215768,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
117,False,"{'a': 0.5, 'e': 0.09406993761735907}",30,16,19.097954535456754,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.0921885388650119}",25,17,-8.520144858942043,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.09034476808771166}",30,24,10.0163396732801,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.08853787272595742}",30,0,9.559834042286726,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.08676711527143827}",20,13,0.33272748759174187,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.0850317729660095}",30,0,28.114277748845243,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
123,False,"{'a': 0.5, 'e': 0.08333113750668932}",20,12,13.374053554915323,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.08166451475655553}",25,0,13.856242062575529,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
125,False,"{'a': 0.5, 'e': 0.08003122446142442}",25,11,-16.295684098639587,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
126,False,"{'a': 0.5, 'e': 0.07843059997219594}",35,21,22.199244027079068,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.07686198797275202}",20,15,8.295658174465048,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.07532474821329699}",35,17,30.76225174898114,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.07381825324903105}",30,16,0.1885803521321998,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.07234188818405042}",20,9,14.052047651857848,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.07089505042036941}",20,0,9.108331958550636,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
132,False,"{'a': 0.5, 'e': 0.06947714941196202}",25,18,14.39198704597798,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.06808760642372277}",20,5,29.273201391565408,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.06672585429524831}",20,6,17.296990040920342,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.06539133720934334}",20,0,21.946573678052534,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
136,False,"{'a': 0.5, 'e': 0.06408351046515648}",25,10,27.765814745327685,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.06280184025585335}",25,10,23.529289888592448,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.061545803450736285}",25,4,-9.005720261291211,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
139,False,"{'a': 0.5, 'e': 0.060314887381721555}",25,3,30.71350094222142,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.05910858963408712}",20,0,-11.367438661121021,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
141,False,"{'a': 0.5, 'e': 0.05792641784140538}",30,13,30.557591443040252,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.05676788948457727}",25,8,17.9700138301586,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.055632531694885724}",20,7,21.043956976483805,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.054519881060988006}",25,0,10.494195470348732,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
145,False,"{'a': 0.5, 'e': 0.05342948343976824}",30,18,19.032314757693,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.052360893770972874}",20,11,-22.922679975172002,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
147,False,"{'a': 0.5, 'e': 0.05131367589555342}",20,15,-0.20323119057912353,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.05028740237764235}",25,10,22.200809768486565,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.0492816543300895}",35,12,40.3098315608879,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.04829602124348771}",20,14,12.963088248756781,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.04733010081861796}",20,0,-19.452294470279845,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
152,False,"{'a': 0.5, 'e': 0.0463834988022456}",20,6,19.46499822685868,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.04545582882620069}",25,19,9.742621988131562,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.04454671224967667}",35,6,47.95389783245981,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.043655778004683135}",25,9,14.867428849804504,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.04278266244458947}",20,0,28.355972692258714,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
157,False,"{'a': 0.5, 'e': 0.04192700919569768}",25,11,21.091613324545488,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.04108846901178373}",20,14,-9.007868448047413,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.04026669963154805}",20,15,-2.7645319971292985,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.03946136563891709}",25,14,-60.81874610323594,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 2}",1
161,False,"{'a': 0.5, 'e': 0.03867213832613875}",30,14,-11.089559845209315,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
162,False,"{'a': 0.5, 'e': 0.037898695559615975}",20,0,-11.608632983800952,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
163,False,"{'a': 0.5, 'e': 0.03714072164842366}",20,13,15.635073487753052,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.03639790721545518}",30,13,21.699573064032982,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.035669949071146075}",25,16,-4.460864589078924,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.034956550089723155}",20,11,14.301143582773072,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.03425741908792869}",20,0,22.331496348536614,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
168,False,"{'a': 0.5, 'e': 0.03357227070617012}",25,14,19.502282819053477,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.032900825292046715}",25,9,22.67036803336093,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.03224280878620578}",25,17,17.211049524350493,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.031597952610481664}",20,14,12.371508618058,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.03096599355827203}",20,16,6.421656866335467,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.030346673687106588}",25,8,29.515624314533184,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.029739740213364455}",30,10,29.005382155560287,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.029144945409097164}",20,11,16.543880174288255,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.02856204650091522}",30,19,16.20377937270595,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.027990805570896914}",25,17,17.827645001114398,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.027430989459478975}",20,4,21.3370114185265,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.026882369670289397}",20,10,18.964445548960548,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.026344722276883607}",25,1,22.743688777807694,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.025817827831345935}",20,1,32.62534777208586,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.025301471274719014}",20,13,13.65527362609987,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.024795441849224633}",25,14,-20.023022484640347,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
184,False,"{'a': 0.5, 'e': 0.02429953301224014}",25,8,22.80248270374745,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
