trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
40,False,"{'a': 0.5, 'e': 0.1953661515553199}",30,0,-4.214966395193248,"{0: 26, 1: 2, 2: 1, 3: 1, 4: 0}",0
41,False,"{'a': 0.5, 'e': 0.1875515054931071}",30,0,-56.90422051446862,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
42,False,"{'a': 0.5, 'e': 0.1800494452733828}",30,1,-19.095147871199217,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 1}",1
43,False,"{'a': 0.5, 'e': 0.17284746746244747}",25,10,24.774432104960425,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,False,"{'a': 0.5, 'e': 0.16593356876394957}",25,4,-2.2759160720659137,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
45,False,"{'a': 0.5, 'e': 0.15929622601339158}",25,12,-14.693340263092077,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
46,False,"{'a': 0.5, 'e': 0.1529243769728559}",20,11,-24.252618918133034,"{0: 7, 1: 0, 2: 0, 3: 2, 4: 0}",1
47,False,"{'a': 0.5, 'e': 0.14680740189394167}",25,0,-13.72533257878337,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
48,False,"{'a': 0.5, 'e': 0.140935105818184}",30,16,1.0738931608334545,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
49,False,"{'a': 0.5, 'e': 0.13529770158545662}",20,0,35.67190217819,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,False,"{'a': 0.5, 'e': 0.12988579352203836}",25,9,-5.985682437683142,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
51,False,"{'a': 0.5, 'e': 0.12469036178115682}",25,12,-84.65691547022583,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 2}",1
52,False,"{'a': 0.5, 'e': 0.11970274730991054}",25,19,12.361920763080155,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.5, 'e': 0.11491463741751412}",20,0,-27.462948608042524,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
54,False,"{'a': 0.5, 'e': 0.11031805192081355}",20,0,-20.52109798165801,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",0
55,False,"{'a': 0.5, 'e': 0.105905329843981}",20,0,-16.188943449736716,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
56,False,"{'a': 0.5, 'e': 0.10166911665022176}",20,5,-53.101881172262146,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
57,False,"{'a': 0.5, 'e': 0.09760235198421288}",25,6,16.694808404387576,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
58,False,"{'a': 0.5, 'e': 0.09369825790484436}",20,14,6.68216257914004,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,False,"{'a': 0.5, 'e': 0.08995032758865058}",20,3,-16.288282371990206,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
60,False,"{'a': 0.5, 'e': 0.08635231448510455}",25,12,9.005182064814953,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
61,False,"{'a': 0.5, 'e': 0.08289822190570037}",20,0,4.277196549464156,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
62,False,"{'a': 0.5, 'e': 0.07958229302947235}",20,0,14.444342465683969,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
63,False,"{'a': 0.5, 'e': 0.07639900130829345}",20,0,-8.77995523682192,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
64,False,"{'a': 0.5, 'e': 0.07334304125596171}",25,17,13.416796784956848,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,False,"{'a': 0.5, 'e': 0.07040931960572323}",25,13,21.550914793439222,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.5, 'e': 0.0675929468214943}",20,0,21.896327515832333,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
67,False,"{'a': 0.5, 'e': 0.06488922894863453}",35,7,-74.44986062803697,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 3}",1
68,False,"{'a': 0.5, 'e': 0.06229365979068914}",25,12,19.689317332632527,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.5, 'e': 0.059801913399061574}",20,12,16.049235888363917,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.5, 'e': 0.05740983686309911}",30,0,-64.72417257057506,"{0: 25, 1: 0, 2: 2, 3: 2, 4: 1}",0
71,False,"{'a': 0.5, 'e': 0.05511344338857514}",20,0,-10.137585549219748,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
72,False,"{'a': 0.5, 'e': 0.052908905653032134}",30,18,17.244879701624896,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,False,"{'a': 0.5, 'e': 0.050792549426910846}",20,7,7.212722206240916,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
74,False,"{'a': 0.5, 'e': 0.04876084744983441}",20,0,-15.115303580064822,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
75,False,"{'a': 0.5, 'e': 0.04681041355184103}",30,8,26.10488739931005,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.5, 'e': 0.04493799700976739}",25,18,11.107377020432441,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.5, 'e': 0.04314047712937669}",25,16,4.489402786160197,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
78,False,"{'a': 0.5, 'e': 0.04141485804420163}",25,0,-29.468413946581574,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",1
79,False,"{'a': 0.5, 'e': 0.03975826372243356}",25,0,23.982248462253825,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
80,False,"{'a': 0.5, 'e': 0.038167933173536214}",35,20,24.029036914111412,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.5, 'e': 0.036641215846594764}",25,16,-3.5645044488956312,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
82,False,"{'a': 0.5, 'e': 0.03517556721273097}",20,6,24.7211051903047,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.5, 'e': 0.033768544524221726}",20,0,16.702036855122994,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
84,False,"{'a': 0.5, 'e': 0.03241780274325286}",25,5,-43.19493852995719,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
85,False,"{'a': 0.5, 'e': 0.031121090633522742}",20,0,18.369187483764392,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
86,False,"{'a': 0.5, 'e': 0.029876247008181832}",20,0,11.61672404074187,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
87,False,"{'a': 0.5, 'e': 0.02868119712785456}",20,0,-15.56074639084364,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
88,False,"{'a': 0.5, 'e': 0.027533949242740375}",20,0,-13.284273685764232,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
89,False,"{'a': 0.5, 'e': 0.02643259127303076}",20,8,15.171807841321518,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.5, 'e': 0.025375287622109527}",25,8,27.2295996942069,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.5, 'e': 0.024360276117225146}",20,14,9.423542310915485,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.5, 'e': 0.02338586507253614}",35,23,19.31526590334193,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.022450430469634693}",25,13,20.227901871211607,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.5, 'e': 0.021552413250849303}",25,0,24.16069706249253,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
95,False,"{'a': 0.5, 'e': 0.02069031672081533}",30,18,-33.62825935800928,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
96,False,"{'a': 0.5, 'e': 0.01986270405198272}",20,14,12.748761482072231,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.019068195889903407}",20,14,9.976793905734716,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.01830546805430727}",25,20,8.306607669356854,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.5, 'e': 0.01757324933213498}",20,7,21.274848569066716,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.01687031935884958}",25,1,17.005705889046776,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.016195506584495596}",25,11,2.6546148010557955,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.015547686321115771}",30,11,35.41639356872719,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.5, 'e': 0.01492577886827114}",25,17,16.463918639024907,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.014328747713540294}",25,17,17.191811928472376,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.013755597804998682}",25,9,29.087840882724493,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.5, 'e': 0.013205373892798734}",30,3,-0.6548995208961574,"{0: 25, 1: 0, 2: 0, 3: 2, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.012677158937086784}",25,15,16.398621744561023,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.5, 'e': 0.012170072579603312}",25,12,20.825209122986365,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.011683269676419179}",20,11,-3.213100334135814,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.011215938889362412}",20,7,17.59328502257122,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.010767301333787916}",25,14,17.819288303609184,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.5, 'e': 0.010336609280436398}",30,16,22.77302044226943,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.009923144909218942}",20,8,18.845008748453495,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,12,23.70241262480409,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,16,7.321222590358266,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",35,15,38.061309710429406,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,17,-5.684472681962162,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,20,20.122258071340955,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,8,37.23816172962806,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",35,21,-19.515007246986976,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
8,True,"{'a': 0, 'e': 0}",20,0,7.600285719629692,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
9,True,"{'a': 0, 'e': 0}",20,15,11.202831697211375,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,2,32.03828707359167,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
