trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
34,False,"{'a': 0.5, 'e': 0.2495869784077069}",25,0,-44.63277826965006,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
35,False,"{'a': 0.5, 'e': 0.23960349927139862}",25,0,3.034841487093464,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
36,False,"{'a': 0.5, 'e': 0.23001935930054268}",20,13,-7.1630369668642375,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
37,False,"{'a': 0.5, 'e': 0.22081858492852097}",20,0,-35.55090212759224,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
38,False,"{'a': 0.5, 'e': 0.21198584153138011}",20,10,-85.14469624948619,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 2}",1
39,False,"{'a': 0.5, 'e': 0.2035064078701249}",30,0,1.9158884381060992,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",1
40,False,"{'a': 0.5, 'e': 0.1953661515553199}",25,0,13.72814477752233,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
41,False,"{'a': 0.5, 'e': 0.1875515054931071}",20,0,-95.4104194829697,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 3}",0
42,False,"{'a': 0.5, 'e': 0.1800494452733828}",25,14,18.26052117468984,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,False,"{'a': 0.5, 'e': 0.17284746746244747}",20,0,-20.02751307112719,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
44,False,"{'a': 0.5, 'e': 0.16593356876394957}",20,0,-43.47440422627585,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
45,False,"{'a': 0.5, 'e': 0.15929622601339158}",25,0,6.242306952818767,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
46,False,"{'a': 0.5, 'e': 0.1529243769728559}",20,13,-29.73572470095167,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
47,False,"{'a': 0.5, 'e': 0.14680740189394167}",25,6,-11.86146395978905,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
48,False,"{'a': 0.5, 'e': 0.140935105818184}",20,0,-51.881851331306805,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
49,False,"{'a': 0.5, 'e': 0.13529770158545662}",20,0,17.193978664492164,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
50,False,"{'a': 0.5, 'e': 0.12988579352203836}",25,7,23.71828633690761,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
51,False,"{'a': 0.5, 'e': 0.12469036178115682}",30,0,-43.590311525914224,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 2}",0
52,False,"{'a': 0.5, 'e': 0.11970274730991054}",25,5,-1.306277847749216,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
53,False,"{'a': 0.5, 'e': 0.11491463741751412}",20,2,12.86717199810445,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
54,False,"{'a': 0.5, 'e': 0.11031805192081355}",20,14,13.141237964504173,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,False,"{'a': 0.5, 'e': 0.105905329843981}",25,0,-65.00500940936253,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
56,False,"{'a': 0.5, 'e': 0.10166911665022176}",20,0,-6.277442631195941,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
57,False,"{'a': 0.5, 'e': 0.09760235198421288}",20,0,-37.41408163044759,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
58,False,"{'a': 0.5, 'e': 0.09369825790484436}",35,26,-10.38746379374584,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
59,False,"{'a': 0.5, 'e': 0.08995032758865058}",25,16,15.215365459620713,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.5, 'e': 0.08635231448510455}",20,0,24.272065325993868,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
61,False,"{'a': 0.5, 'e': 0.08289822190570037}",25,3,-0.6686796756526392,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
62,False,"{'a': 0.5, 'e': 0.07958229302947235}",20,4,18.62647286565261,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
63,False,"{'a': 0.5, 'e': 0.07639900130829345}",30,13,6.732030098192277,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
64,False,"{'a': 0.5, 'e': 0.07334304125596171}",25,3,27.636502435146408,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
65,False,"{'a': 0.5, 'e': 0.07040931960572323}",25,0,26.217805370860315,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
66,False,"{'a': 0.5, 'e': 0.0675929468214943}",25,0,39.04092455326646,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
67,False,"{'a': 0.5, 'e': 0.06488922894863453}",30,9,35.90936876884196,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.5, 'e': 0.06229365979068914}",30,11,16.72352974402374,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
69,False,"{'a': 0.5, 'e': 0.059801913399061574}",20,0,-17.211567121494756,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
70,False,"{'a': 0.5, 'e': 0.05740983686309911}",20,0,2.0099736370505736,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
71,False,"{'a': 0.5, 'e': 0.05511344338857514}",20,11,4.96763877360213,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.5, 'e': 0.052908905653032134}",25,0,19.021426743616217,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
73,False,"{'a': 0.5, 'e': 0.050792549426910846}",20,10,17.605188084032125,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.5, 'e': 0.04876084744983441}",20,6,2.723200538501815,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,11,17.024090225329303,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,0,-8.021089753792516,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
3,True,"{'a': 0, 'e': 0}",25,0,26.146516048695016,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
4,True,"{'a': 0, 'e': 0}",30,20,21.68118650062718,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",35,17,10.99411633790405,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,16,16.923220722717765,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,18,20.04454516924659,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,11,25.21953423511023,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,9,-31.31865695929429,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
10,True,"{'a': 0, 'e': 0}",25,4,-57.961880605719955,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 2}",1
