trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
38,False,"{'a': 0.8, 'e': 0.21198584153138011}",20,0,-182.3008368910899,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 5}",0
39,False,"{'a': 0.8, 'e': 0.2035064078701249}",30,7,33.929313464400714,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,False,"{'a': 0.8, 'e': 0.1953661515553199}",30,0,-64.50744227977161,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
41,False,"{'a': 0.8, 'e': 0.1875515054931071}",25,0,-14.830979578847648,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
42,False,"{'a': 0.8, 'e': 0.1800494452733828}",25,14,-1.652105732817211,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
43,False,"{'a': 0.8, 'e': 0.17284746746244747}",35,9,-71.63574451503665,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 1}",1
44,False,"{'a': 0.8, 'e': 0.16593356876394957}",20,0,-16.543641845116948,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
45,False,"{'a': 0.8, 'e': 0.15929622601339158}",20,0,-52.11970733134608,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
46,False,"{'a': 0.8, 'e': 0.1529243769728559}",25,0,-91.87003214490908,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
47,False,"{'a': 0.8, 'e': 0.14680740189394167}",20,6,-17.916819090421328,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
48,False,"{'a': 0.8, 'e': 0.140935105818184}",20,12,-12.036357960428568,"{0: 4, 1: 4, 2: 0, 3: 0, 4: 0}",1
49,False,"{'a': 0.8, 'e': 0.13529770158545662}",20,0,4.153253939868327,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
50,False,"{'a': 0.8, 'e': 0.12988579352203836}",20,16,10.10907671322322,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,False,"{'a': 0.8, 'e': 0.12469036178115682}",20,0,-21.40613612494466,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
52,False,"{'a': 0.8, 'e': 0.11970274730991054}",25,11,-24.01756666803859,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
53,False,"{'a': 0.8, 'e': 0.11491463741751412}",20,0,-11.046857005918223,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
54,False,"{'a': 0.8, 'e': 0.11031805192081355}",30,20,-0.8223227833890168,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
55,False,"{'a': 0.8, 'e': 0.105905329843981}",25,0,-20.690546760090534,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
56,False,"{'a': 0.8, 'e': 0.10166911665022176}",20,2,-64.71081660829715,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
57,False,"{'a': 0.8, 'e': 0.09760235198421288}",20,7,18.920492340849634,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,False,"{'a': 0.8, 'e': 0.09369825790484436}",25,15,15.746138514892861,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,False,"{'a': 0.8, 'e': 0.08995032758865058}",20,7,24.357218477319826,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.8, 'e': 0.08635231448510455}",20,6,-40.97953006500154,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
61,False,"{'a': 0.8, 'e': 0.08289822190570037}",20,5,-20.090981671433553,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
62,False,"{'a': 0.8, 'e': 0.07958229302947235}",20,6,10.361213287698334,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
63,False,"{'a': 0.8, 'e': 0.07639900130829345}",20,2,-13.738230722711148,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
64,False,"{'a': 0.8, 'e': 0.07334304125596171}",20,0,26.538957391727756,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
65,False,"{'a': 0.8, 'e': 0.07040931960572323}",30,16,26.037436323889082,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.8, 'e': 0.0675929468214943}",20,0,12.303816159727225,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
67,False,"{'a': 0.8, 'e': 0.06488922894863453}",20,8,17.444973724381782,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.8, 'e': 0.06229365979068914}",20,16,8.54024672377378,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.8, 'e': 0.059801913399061574}",20,0,-19.346671280493666,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
70,False,"{'a': 0.8, 'e': 0.05740983686309911}",20,14,10.577737996902188,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.8, 'e': 0.05511344338857514}",30,8,33.75915596203269,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.8, 'e': 0.052908905653032134}",25,3,-19.62968563817088,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 1}",1
73,False,"{'a': 0.8, 'e': 0.050792549426910846}",25,8,26.959807797763013,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.8, 'e': 0.04876084744983441}",20,4,-25.63748513577671,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
1,True,"{'a': 0, 'e': 0}",25,15,16.968406201458095,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,0,-16.712786395066132,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
3,True,"{'a': 0, 'e': 0}",25,13,22.402303610714977,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",35,23,21.709299728066096,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,2,35.750407316352586,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,4,36.817952701965446,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,13,13.903509502170861,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,0,-93.85582301659653,"{0: 21, 1: 0, 2: 0, 3: 2, 4: 2}",0
9,True,"{'a': 0, 'e': 0}",20,9,-47.27724544333261,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
10,True,"{'a': 0, 'e': 0}",25,13,20.690576483593723,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
