trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
271,False,"{'a': 0.7, 'e': 0.06563533949318151}",20,0,-14.061620320236988,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
272,False,"{'a': 0.7, 'e': 0.06497898609824969}",20,13,3.306826014110346,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.7, 'e': 0.0643291962372672}",25,0,17.99566011736881,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
274,False,"{'a': 0.7, 'e': 0.06368590427489453}",20,10,19.662813421237747,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.7, 'e': 0.06304904523214558}",25,0,-47.32958524398749,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
276,False,"{'a': 0.7, 'e': 0.06241855477982412}",20,5,-14.640096424340161,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
277,False,"{'a': 0.7, 'e': 0.06179436923202588}",20,0,29.93230341508114,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
278,False,"{'a': 0.7, 'e': 0.06117642553970562}",20,7,19.117848567661394,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.7, 'e': 0.06056466128430856}",20,10,-22.85618949600994,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
280,False,"{'a': 0.7, 'e': 0.05995901467146548}",20,6,-18.420685563257393,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
281,False,"{'a': 0.7, 'e': 0.05935942452475082}",20,16,6.710628726605224,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.7, 'e': 0.058765830279503314}",25,9,24.622508061417733,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.7, 'e': 0.05817817197670828}",20,10,21.38331402093941,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.7, 'e': 0.057596390256941195}",20,4,21.40267534811663,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.7, 'e': 0.05702042635437178}",20,13,12.13272786493286,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.7, 'e': 0.05645022209082806}",25,0,18.943617647772545,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
287,False,"{'a': 0.7, 'e': 0.05588571986991978}",20,8,20.310386592402473,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.7, 'e': 0.055326862671220584}",25,0,-49.39655610234614,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
289,False,"{'a': 0.7, 'e': 0.05477359404450838}",25,17,18.498907631646443,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.7, 'e': 0.054225858104063294}",30,20,-43.65936509203088,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
291,False,"{'a': 0.7, 'e': 0.05368359952302266}",20,12,10.528379398124208,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.7, 'e': 0.053146763527792434}",20,12,10.963147427678347,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.7, 'e': 0.052615295892514506}",20,12,12.838242852031215,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.7, 'e': 0.052089142933589364}",20,6,19.235533033944446,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.7, 'e': 0.05156825150425347}",25,13,21.20497303027399,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.7, 'e': 0.051052568989210935}",35,0,42.939526735062785,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
297,False,"{'a': 0.7, 'e': 0.05054204329931883}",25,11,24.894726237028138,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.7, 'e': 0.05003662286632564}",25,14,-14.220130575893778,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
299,False,"{'a': 0.7, 'e': 0.04953625663766238}",20,16,6.522499570539958,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,6,36.014513045694486,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,16,9.282842723966471,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,13,23.880496089970503,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,16,22.92042487768348,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,16,14.92628895582375,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,10,16.315239014397786,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,15,10.587274582729718,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,14,22.680595655464607,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,13,21.892029292185136,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,11,13.02641940158509,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
